id_transacao,id_cliente,data_transacao,lugar_transacao
651093810,10172,2021-04-11,tienda
554804007,10172,2021-08-03,tienda
409365116,11191,2021-12-07,tienda
369623988,11191,2022-11-20,tienda
660538983,11191,2021-12-26,tienda
582481353,11191,2022-09-06,tienda
733708588,9707,2020-11-23,tienda
856220377,9707,2021-05-08,tienda
354256906,9707,2021-01-08,tienda
733413664,9707,2021-01-14,tienda
659159436,9707,2021-09-04,tienda
422953198,9707,2022-03-02,tienda
754091731,9707,2022-04-28,tienda
171185545,9707,2021-10-08,tienda
756067352,9707,2020-12-13,tienda
446786263,9707,2021-10-25,tienda
525833160,9707,2022-01-20,tienda
603996083,6245,2021-06-13,tienda
309486380,6245,2022-07-23,tienda
896583839,6245,2022-01-06,tienda
542032509,6245,2022-04-23,tienda
339489359,6245,2022-02-10,tienda
792657366,6245,2021-07-02,tienda
113564039,6245,2021-08-09,tienda
540620354,6245,2021-10-15,tienda
450700364,8234,2021-08-15,tienda
662671125,8234,2022-02-01,tienda
203954166,1411,2021-11-10,tienda
301029811,1411,2022-05-05,tienda
494546694,1411,2022-09-19,tienda
491032496,1411,2022-10-28,tienda
541918807,8553,2021-06-23,tienda
297810697,8553,2021-10-19,tienda
143828219,8553,2022-04-13,tienda
392625877,1826,2022-06-16,tienda
112863546,1826,2022-11-18,tienda
355001557,1826,2022-07-22,tienda
838227631,1826,2022-09-18,tienda
892364662,1826,2022-09-23,tienda
484248020,1826,2022-09-12,tienda
212806802,8842,2020-12-25,tienda
529336584,8842,2022-05-16,tienda
169588133,8842,2021-02-27,tienda
273073253,11030,2022-01-03,tienda
331408661,11030,2022-08-25,tienda
389262751,2579,2021-12-17,tienda
646050232,2579,2022-08-14,tienda
686239598,2579,2022-09-04,tienda
695023898,2579,2022-08-09,tienda
571904911,2579,2022-08-20,tienda
134126608,2579,2022-06-23,tienda
842003018,2579,2022-11-12,tienda
642597174,2579,2022-03-03,tienda
760514378,2579,2022-08-19,tienda
837646678,175,2021-01-10,tienda
737788133,175,2022-03-16,tienda
239803501,175,2021-03-15,tienda
304691683,175,2021-10-06,tienda
198539689,175,2021-07-29,tienda
111648394,175,2021-05-12,tienda
620314530,175,2021-08-27,tienda
244499826,175,2022-11-01,tienda
508264110,9185,2021-10-28,tienda
651694495,9185,2021-12-08,tienda
262563302,9185,2022-03-28,tienda
638905523,9185,2022-02-10,tienda
553771495,9185,2022-02-19,tienda
639843642,11056,2020-10-27,tienda
731524582,11056,2021-06-09,tienda
560291645,11056,2021-04-06,tienda
343537061,11056,2021-03-07,tienda
773273424,11056,2021-10-27,tienda
203308446,11056,2020-12-07,tienda
886315740,11056,2020-11-05,tienda
759970446,11056,2021-09-09,tienda
788995386,11056,2022-10-21,tienda
503646220,11056,2021-01-16,tienda
814919597,9365,2020-12-22,tienda
210301264,9365,2021-06-29,tienda
223994513,9365,2021-03-28,tienda
229629127,9365,2022-06-11,tienda
647827329,9365,2022-12-02,tienda
798815570,6201,2021-11-29,tienda
775412115,6201,2022-10-12,tienda
787341202,6201,2022-02-18,tienda
632399875,2061,2021-05-11,tienda
419100443,2061,2021-10-31,tienda
682281234,2061,2021-07-06,tienda
266309507,2061,2021-07-31,tienda
121245357,6184,2020-12-12,tienda
465735143,6184,2021-01-07,tienda
532354091,6184,2022-05-08,tienda
784975446,6184,2021-09-19,tienda
203516072,6184,2021-07-31,tienda
790648399,6184,2021-07-23,tienda
104593313,6184,2021-03-14,tienda
279672914,6184,2020-12-19,tienda
281353857,6142,2021-08-20,tienda
880143187,6142,2022-04-05,tienda
489929259,6142,2022-07-11,tienda
472879411,6142,2021-12-13,tienda
409477189,6142,2021-11-03,tienda
604370872,4107,2021-10-08,tienda
389917224,4107,2021-11-13,tienda
544788493,4107,2022-12-05,tienda
585434223,4107,2021-11-21,tienda
891818322,7274,2020-09-28,tienda
574959699,7274,2020-12-31,tienda
845532202,7274,2022-04-01,tienda
772577604,7274,2022-05-25,tienda
307152765,7274,2021-05-18,tienda
390789838,7274,2021-03-11,tienda
823664061,7274,2020-11-08,tienda
857347920,7274,2021-11-18,tienda
561550296,7274,2022-01-02,tienda
133943773,7274,2021-10-06,tienda
209794412,9336,2022-03-22,tienda
386983914,9336,2022-06-27,tienda
460415281,9336,2022-08-14,tienda
273980434,9336,2022-08-23,tienda
782550345,9336,2022-11-11,tienda
603308829,9336,2022-07-16,tienda
894179107,9336,2022-05-30,tienda
882239086,9336,2022-12-30,tienda
157315063,9336,2022-07-18,tienda
782773802,9336,2022-07-02,tienda
803648151,2958,2022-02-24,tienda
233955744,2958,2022-10-01,tienda
176481489,2958,2022-08-24,tienda
412469841,2958,2022-07-10,tienda
402151636,933,2020-11-23,tienda
782591027,933,2022-01-08,tienda
643237040,5837,2020-12-28,tienda
276351884,5837,2021-05-11,tienda
112522015,5837,2021-05-17,tienda
762253309,5837,2021-02-11,tienda
729177087,5837,2021-07-05,tienda
695449108,5837,2022-01-13,tienda
477720922,10704,2020-08-21,tienda
556132098,10704,2020-11-13,tienda
599326632,10704,2021-12-10,tienda
760367404,10704,2020-09-22,tienda
129705808,10704,2021-07-30,tienda
675888003,10704,2021-10-07,tienda
636430203,10704,2022-01-16,tienda
413920583,10704,2020-08-25,tienda
551912961,10704,2022-11-10,tienda
728976878,5125,2021-05-17,tienda
709651703,5125,2021-08-10,tienda
886258956,5125,2021-09-01,tienda
246514261,5125,2021-11-15,tienda
507916743,5125,2021-12-09,tienda
821107069,5125,2021-10-28,tienda
254394114,5125,2022-06-29,tienda
218386152,5125,2021-10-17,tienda
117537771,5125,2021-09-23,tienda
376933818,5125,2022-07-16,tienda
192551175,5125,2022-01-19,tienda
213510469,4432,2021-03-16,tienda
663286431,4432,2021-08-25,tienda
667882874,4432,2021-07-03,tienda
499309942,5955,2020-11-17,tienda
100308259,5955,2021-05-20,tienda
455686391,5955,2021-06-29,tienda
307699164,5955,2020-12-11,tienda
532028342,5955,2021-11-26,tienda
358188557,5955,2021-02-01,tienda
743090091,5955,2022-04-10,tienda
365839003,5955,2021-05-06,tienda
848572673,2928,2020-12-01,tienda
638375956,2928,2021-12-24,tienda
466885694,2928,2021-02-13,tienda
744353227,2928,2021-04-03,tienda
150909946,2928,2021-08-09,tienda
187861337,2928,2021-01-28,tienda
240356200,2928,2021-06-06,tienda
787046520,2928,2021-08-31,tienda
844649696,5680,2022-04-22,tienda
578102000,5680,2022-09-05,tienda
484417743,5680,2022-12-09,tienda
772304419,10313,2020-10-28,tienda
773153133,10313,2022-03-06,tienda
455878231,10313,2021-05-07,tienda
210496253,10313,2021-03-24,tienda
829261063,2557,2021-08-29,tienda
554359049,2557,2021-12-19,tienda
334494928,1245,2020-11-11,tienda
522832276,1245,2021-09-24,tienda
330261459,1245,2020-12-03,tienda
243007323,1245,2021-06-22,tienda
369298015,1245,2021-07-03,tienda
119535442,1245,2021-09-18,tienda
350854014,1245,2021-06-03,tienda
560471771,1245,2022-08-24,tienda
412256372,1245,2022-06-27,tienda
503740899,1245,2021-02-05,tienda
351829554,1245,2021-05-01,tienda
278945548,1245,2022-05-07,tienda
216141900,1519,2021-06-22,tienda
273251687,1519,2022-09-23,tienda
226104999,1519,2021-10-24,tienda
516253622,10703,2020-08-18,tienda
459620891,10703,2021-04-14,tienda
339082009,1726,2021-03-18,tienda
666530516,1726,2022-03-17,tienda
692097812,4459,2020-12-30,tienda
690351506,4459,2021-08-23,tienda
430347709,4459,2021-09-02,tienda
848980757,1729,2021-10-02,tienda
516071391,1729,2022-10-22,tienda
733963463,1729,2021-12-19,tienda
174981439,1729,2021-10-16,tienda
288371575,1729,2021-11-14,tienda
422311503,1729,2021-11-06,tienda
792576970,1729,2021-10-13,tienda
602781440,1729,2021-12-26,tienda
613525264,1729,2022-04-14,tienda
135188551,1729,2022-02-04,tienda
757299531,1517,2021-06-14,tienda
499333795,1517,2021-12-24,tienda
120088147,1517,2022-01-26,tienda
344963589,2098,2021-01-08,tienda
384920207,2098,2021-01-11,tienda
646379572,9543,2021-11-14,tienda
898986253,9543,2022-10-06,tienda
591875327,9543,2022-05-26,tienda
539802542,6878,2020-12-12,tienda
416229407,6878,2021-01-23,tienda
301185280,6878,2021-02-27,tienda
601649942,6878,2022-02-14,tienda
877758076,6878,2021-08-11,tienda
244859235,6878,2021-01-10,tienda
287803036,3310,2020-08-22,tienda
484958393,3310,2022-03-04,tienda
349464203,3310,2021-08-09,tienda
590352198,3310,2021-06-09,tienda
627903144,2724,2022-03-30,tienda
607876472,2724,2022-10-05,tienda
126770860,948,2021-05-15,tienda
290383106,948,2021-10-22,tienda
144580681,6720,2021-10-16,tienda
559934881,6720,2021-12-27,tienda
806022236,6720,2022-02-24,tienda
764472998,6720,2021-11-16,tienda
673231093,6202,2020-10-05,tienda
490877284,6202,2021-10-28,tienda
218300578,6202,2021-05-16,tienda
463772430,6202,2021-07-01,tienda
684175429,6202,2020-11-19,tienda
356775838,6202,2020-11-28,tienda
477280657,6202,2022-09-13,tienda
353163769,6202,2021-06-07,tienda
435095774,6202,2021-12-26,tienda
510684814,6202,2021-04-28,tienda
621164551,6202,2022-01-08,tienda
817503506,6202,2021-12-29,tienda
457016540,6202,2022-02-24,tienda
192544235,2066,2020-08-30,tienda
355947791,2066,2020-09-21,tienda
415857417,2066,2022-11-12,tienda
140847931,9799,2021-05-08,tienda
817576823,9799,2021-06-10,tienda
583049004,9799,2022-08-28,tienda
164612146,9799,2021-07-09,tienda
379789474,9799,2022-02-18,tienda
531952336,9799,2022-08-16,tienda
795116688,9799,2022-06-10,tienda
712378318,9799,2021-05-11,tienda
436173075,9799,2022-05-09,tienda
899025452,9799,2021-11-09,tienda
449607659,9799,2021-08-19,tienda
276631538,9799,2021-12-18,tienda
839605265,8318,2022-01-03,tienda
598983561,8318,2022-02-01,tienda
680513268,8318,2022-05-13,tienda
144068639,8318,2022-12-02,tienda
386551025,8318,2022-11-30,tienda
669273133,8318,2022-12-30,tienda
584390576,8318,2022-03-02,tienda
293688192,8318,2022-02-15,tienda
599781364,5642,2021-12-09,tienda
682703748,5642,2022-08-20,tienda
817636946,5642,2022-11-29,tienda
283635207,5642,2022-06-04,tienda
519389217,5642,2022-11-04,tienda
554660567,5642,2022-05-08,tienda
767727858,2669,2022-05-04,tienda
349881139,2669,2022-09-03,tienda
835358773,2669,2022-05-09,tienda
790387062,2669,2022-08-22,tienda
111918836,2669,2022-11-01,tienda
696842217,2669,2022-07-25,tienda
734954852,455,2021-04-18,tienda
527831495,455,2021-04-29,tienda
752693658,455,2021-12-26,tienda
817069266,455,2021-12-02,tienda
226480412,7683,2022-02-25,tienda
501081045,7683,2022-06-01,tienda
520022619,7683,2022-12-29,tienda
559174603,7683,2022-09-09,tienda
714230893,7683,2022-10-02,tienda
643939639,7683,2022-09-27,tienda
456275080,7683,2022-06-04,tienda
570191951,7683,2022-03-04,tienda
837756061,7683,2022-08-18,tienda
272736365,7683,2022-12-01,tienda
150412880,7683,2022-03-28,tienda
470597056,7683,2022-11-08,tienda
251820880,3428,2021-10-06,tienda
231982341,3428,2021-12-15,tienda
863871263,3428,2022-04-20,tienda
277247828,3428,2022-05-25,tienda
711738241,3428,2021-11-22,tienda
656025923,3428,2021-12-14,tienda
491316143,3428,2021-10-08,tienda
171533835,3428,2021-12-21,tienda
342027586,3428,2022-07-17,tienda
294386383,3428,2021-11-09,tienda
525247489,7414,2020-09-15,tienda
117056801,7414,2021-11-09,tienda
504634870,7414,2020-10-23,tienda
867978462,7414,2021-02-10,tienda
344199348,6354,2020-08-31,tienda
863194226,6354,2020-11-05,tienda
446230495,798,2020-12-24,tienda
267970608,798,2021-02-19,tienda
320069439,798,2021-06-19,tienda
727930243,8213,2020-11-09,tienda
492382869,8213,2021-05-31,tienda
778551524,8213,2022-04-02,tienda
440891017,2488,2021-03-23,tienda
235368646,2488,2021-11-29,tienda
369687028,2488,2022-02-26,tienda
499410577,9999,2020-09-27,tienda
571142454,9999,2022-05-23,tienda
390374344,9999,2021-01-26,tienda
475208279,9999,2021-06-29,tienda
163268997,9999,2021-10-16,tienda
522469932,9999,2020-10-21,tienda
504820686,9999,2021-07-27,tienda
175882786,9999,2021-03-14,tienda
388330157,9999,2022-01-29,tienda
383480890,7617,2021-08-15,tienda
846951785,7617,2021-09-01,tienda
108797756,7617,2022-09-20,tienda
475048054,7617,2021-12-05,tienda
458046418,7617,2022-01-30,tienda
367399480,615,2021-03-11,tienda
566555447,615,2021-11-07,tienda
751145062,615,2022-07-11,tienda
487332562,615,2021-12-25,tienda
762426506,2552,2021-10-22,tienda
590206236,2552,2021-11-18,tienda
188340458,2552,2022-03-17,tienda
381561251,2552,2022-09-11,tienda
366998161,2552,2022-02-06,tienda
755517508,2552,2022-10-06,tienda
758783274,194,2022-06-09,tienda
663283321,194,2022-12-21,tienda
827316683,194,2022-10-05,tienda
826626036,3645,2020-08-30,tienda
568713491,3645,2022-05-25,tienda
624727009,3645,2022-01-21,tienda
184482754,3645,2021-12-06,tienda
664403004,8890,2022-05-30,tienda
801407591,8890,2022-08-22,tienda
627566558,8890,2022-11-11,tienda
707981043,8890,2022-09-04,tienda
615142235,8890,2022-09-09,tienda
520995202,5049,2021-06-06,tienda
824237143,5049,2022-05-05,tienda
149716894,9973,2020-10-17,tienda
868462829,9973,2021-09-08,tienda
433264972,9973,2020-12-28,tienda
655702990,9973,2021-09-05,tienda
246363174,9973,2021-04-23,tienda
361599439,9973,2020-12-23,tienda
169109190,9973,2021-11-15,tienda
181367580,9973,2021-01-05,tienda
279807209,7301,2020-11-17,tienda
320534095,7301,2022-04-27,tienda
750787850,7301,2021-03-11,tienda
822595313,10882,2020-11-09,tienda
712519158,10882,2021-08-21,tienda
666704853,10882,2022-03-30,tienda
220723772,10882,2021-04-30,tienda
252095861,10882,2021-03-04,tienda
746694407,10882,2021-05-17,tienda
881308181,7030,2021-03-30,tienda
757072479,7030,2022-10-19,tienda
337203149,7030,2022-03-02,tienda
513053483,7030,2021-11-24,tienda
507492578,7030,2022-01-10,tienda
369840630,7030,2021-07-14,tienda
645862897,7030,2022-07-30,tienda
677215093,7030,2022-05-27,tienda
684022693,7030,2021-05-07,tienda
665859192,7030,2022-05-09,tienda
249922852,7030,2021-11-09,tienda
758587943,7030,2022-07-01,tienda
142274418,7422,2020-08-22,tienda
190447946,7422,2022-03-02,tienda
611102299,7422,2021-02-04,tienda
388759297,7422,2021-02-20,tienda
161702202,7422,2020-10-03,tienda
498139601,7422,2021-05-09,tienda
210797549,7422,2021-02-21,tienda
293388945,3523,2021-01-23,tienda
667201882,3523,2021-03-07,tienda
574362967,3523,2021-04-01,tienda
485662306,3523,2021-07-15,tienda
363648589,3523,2022-05-13,tienda
765072776,3523,2022-06-28,tienda
124515745,3523,2021-06-09,tienda
156682255,3523,2021-02-24,tienda
790277937,7106,2022-03-31,tienda
352564562,7106,2022-06-26,tienda
766388972,7106,2022-05-17,tienda
390245233,7106,2022-08-18,tienda
865360086,7106,2022-05-08,tienda
599275498,7106,2022-11-09,tienda
706436199,7106,2022-11-23,tienda
405488898,7106,2022-09-25,tienda
313950000,7106,2022-05-20,tienda
886949847,7106,2022-04-03,tienda
649911790,6504,2021-11-20,tienda
142989557,6504,2022-01-02,tienda
699720991,6504,2022-09-25,tienda
207503591,5067,2022-02-14,tienda
489434176,5067,2022-07-27,tienda
235636704,5067,2022-08-28,tienda
355825722,5067,2022-06-08,tienda
857388873,5067,2022-04-04,tienda
536060714,5067,2022-12-02,tienda
573319532,5067,2022-05-08,tienda
224198938,5067,2022-10-24,tienda
729688559,5067,2022-06-17,tienda
501492527,5067,2022-08-19,tienda
828832349,5067,2022-06-03,tienda
343561199,4216,2021-02-22,tienda
393614000,4216,2022-01-27,tienda
509558794,4216,2022-02-18,tienda
213187454,4216,2022-10-04,tienda
308413038,4216,2021-11-10,tienda
864360025,4216,2021-09-16,tienda
709660711,4216,2021-05-15,tienda
254305426,4216,2021-10-07,tienda
228341373,4216,2021-05-22,tienda
304552410,8581,2021-03-05,tienda
784387770,8581,2022-02-06,tienda
743833388,8581,2021-06-15,tienda
348990493,8581,2021-10-15,tienda
861804532,8581,2021-07-28,tienda
188048724,8581,2021-04-23,tienda
372623917,8581,2021-04-06,tienda
753081340,8581,2022-01-07,tienda
835181119,5929,2022-05-06,tienda
722392324,5929,2022-05-25,tienda
376187632,5929,2022-07-21,tienda
241894179,3129,2022-05-22,tienda
376647999,3129,2022-10-13,tienda
650322989,3129,2022-12-28,tienda
137214663,6528,2022-06-05,tienda
804661099,6528,2022-08-16,tienda
571868378,1361,2021-06-04,tienda
767948742,1361,2021-11-17,tienda
143040568,1361,2021-10-24,tienda
215345621,1361,2021-08-05,tienda
407987171,1361,2021-10-27,tienda
899829171,1361,2022-09-19,tienda
371714069,1361,2021-08-17,tienda
253318386,1361,2022-07-30,tienda
224326261,6932,2021-04-13,tienda
551823185,6932,2021-09-14,tienda
281105258,6932,2022-04-02,tienda
626468932,6932,2021-09-17,tienda
555194783,6932,2021-05-08,tienda
350466984,7284,2021-12-04,tienda
501273702,7284,2022-04-12,tienda
882324713,1340,2022-04-24,tienda
212299722,1340,2022-09-11,tienda
217344280,1340,2022-12-19,tienda
881097562,1340,2022-12-15,tienda
824780240,1340,2022-08-24,tienda
617523610,1340,2022-09-06,tienda
371441922,1340,2022-10-29,tienda
715946121,1340,2022-11-06,tienda
611069626,1340,2022-12-12,tienda
385116895,1340,2022-11-16,tienda
222015225,1340,2022-05-25,tienda
383958778,1340,2022-10-10,tienda
385648057,1340,2022-07-16,tienda
565634340,8746,2022-04-05,tienda
409018922,8746,2022-05-16,tienda
844275737,8746,2022-06-16,tienda
414678169,8746,2022-08-20,tienda
802225711,8746,2022-05-10,tienda
667690336,8746,2022-10-03,tienda
101345921,8746,2022-06-12,tienda
616849077,8746,2022-09-18,tienda
313172249,8746,2022-10-19,tienda
438403095,8746,2022-12-04,tienda
215219710,5987,2022-05-04,tienda
343286595,5987,2022-05-16,tienda
302841966,5987,2022-06-24,tienda
612441006,5987,2022-12-21,tienda
738514608,3767,2021-04-25,tienda
441344948,3767,2021-10-15,tienda
116517722,3767,2022-02-19,tienda
698872227,3767,2021-10-25,tienda
586523981,3767,2021-12-02,tienda
444101148,3767,2022-07-09,tienda
192833550,3767,2022-01-11,tienda
417236236,3767,2022-01-12,tienda
297719414,3767,2022-04-09,tienda
159404509,3767,2021-05-04,tienda
230835621,3767,2022-02-12,tienda
265286370,3767,2021-07-25,tienda
817679326,3725,2021-05-09,tienda
189365211,3725,2021-07-14,tienda
576966083,3725,2021-07-09,tienda
780562474,3725,2021-11-20,tienda
540256907,3725,2022-02-17,tienda
393196897,3725,2022-06-13,tienda
250548387,3725,2021-11-25,tienda
209099375,3725,2021-06-29,tienda
165582549,3725,2022-08-26,tienda
613359545,4324,2020-10-29,tienda
264634933,4324,2020-12-22,tienda
314107979,4324,2020-11-23,tienda
585276255,4324,2022-03-15,tienda
516980279,4324,2021-02-12,tienda
362358182,4324,2021-12-23,tienda
501997295,4324,2021-05-01,tienda
881027723,238,2021-01-23,tienda
761560765,238,2021-02-15,tienda
177208485,238,2021-02-16,tienda
112636658,238,2022-03-20,tienda
423482289,238,2022-01-11,tienda
276011325,238,2021-01-28,tienda
538942548,238,2021-07-28,tienda
815288861,238,2022-08-17,tienda
184152485,238,2021-04-23,tienda
255083039,6694,2021-11-25,tienda
785107750,6694,2021-12-29,tienda
771176269,6694,2022-05-25,tienda
523856333,6694,2022-10-26,tienda
497300351,6694,2022-01-10,tienda
301449222,6694,2022-05-30,tienda
368172777,6694,2022-12-17,tienda
296964456,6694,2022-07-29,tienda
773527963,6694,2022-08-27,tienda
302747298,6694,2022-09-26,tienda
702646250,6694,2022-02-28,tienda
711519493,6694,2022-12-01,tienda
595337161,6694,2022-02-16,tienda
278914534,498,2022-02-02,tienda
178007099,498,2022-12-14,tienda
611072704,498,2022-02-11,tienda
259367642,498,2022-08-04,tienda
569462577,9347,2021-06-21,tienda
809049751,9347,2021-06-22,tienda
894863500,9347,2021-11-02,tienda
375912646,9699,2021-12-21,tienda
592730704,9699,2022-09-08,tienda
865705450,9699,2022-09-29,tienda
268749318,9699,2022-01-27,tienda
246985972,9699,2022-02-11,tienda
544548502,9699,2022-09-24,tienda
759355376,9699,2022-02-25,tienda
820074214,9699,2022-04-07,tienda
241161046,9699,2022-10-12,tienda
894287117,9699,2022-08-04,tienda
569385297,9699,2022-07-06,tienda
435445991,9699,2022-07-28,tienda
519503199,10664,2021-09-07,tienda
744534356,10664,2021-11-06,tienda
327193155,10664,2022-02-06,tienda
231172691,10664,2021-10-23,tienda
498947892,10664,2021-12-30,tienda
683910123,5455,2021-08-22,tienda
119393089,5455,2022-04-01,tienda
541890811,5455,2022-08-17,tienda
296508484,5455,2021-12-19,tienda
550820105,456,2021-02-07,tienda
241490172,456,2021-07-05,tienda
213698734,456,2021-08-20,tienda
679728686,5012,2021-07-04,tienda
339226946,5012,2021-10-15,tienda
427831447,5012,2022-01-28,tienda
573889966,7495,2021-12-20,tienda
555825937,7495,2022-12-13,tienda
115798956,7495,2022-11-03,tienda
403170450,7495,2022-10-03,tienda
300162220,7495,2022-01-30,tienda
764003329,5029,2021-08-06,tienda
281078296,5029,2021-11-05,tienda
445713105,5029,2021-08-15,tienda
887959667,10642,2020-12-30,tienda
692438681,10642,2021-07-02,tienda
395591255,10642,2021-08-27,tienda
721044485,2106,2022-03-17,tienda
515386712,2106,2022-05-03,tienda
823491113,2106,2022-09-28,tienda
705104793,10364,2021-07-13,tienda
240867150,10364,2022-07-22,tienda
830913061,5954,2021-10-09,tienda
517696079,5954,2022-09-28,tienda
637514779,5954,2022-03-22,tienda
420013038,5954,2021-10-18,tienda
139870993,1137,2021-12-29,tienda
579151584,1137,2022-05-16,tienda
507132292,1137,2022-06-04,tienda
349721838,1137,2022-03-24,tienda
841527264,1137,2022-03-17,tienda
401929366,1137,2022-09-08,tienda
850416275,1137,2021-12-30,tienda
674710538,2541,2021-06-09,tienda
369292878,2541,2021-12-05,tienda
579175973,2541,2022-02-27,tienda
630480987,1142,2021-12-22,tienda
756089639,1142,2022-06-13,tienda
112415497,1142,2021-12-23,tienda
563600261,1142,2022-10-06,tienda
185989361,1142,2022-08-14,tienda
421712877,1142,2022-02-05,tienda
648280760,1142,2022-05-16,tienda
500074423,1142,2022-12-11,tienda
463323277,1142,2022-11-02,tienda
650079051,2276,2021-05-02,tienda
490229193,2276,2022-01-30,tienda
708107932,2276,2021-07-01,tienda
759203807,2276,2021-07-29,tienda
203434620,2276,2021-07-05,tienda
256577749,2276,2021-05-16,tienda
673983843,2276,2021-09-20,tienda
114215675,2276,2021-06-19,tienda
320258550,2276,2021-05-22,tienda
292315293,2276,2021-08-19,tienda
619379138,2276,2021-07-10,tienda
235971012,2807,2021-02-16,tienda
296840713,2807,2021-07-26,tienda
125723284,2807,2021-03-16,tienda
345321523,2807,2022-02-01,tienda
793929281,2807,2021-12-03,tienda
332197310,2807,2021-09-13,tienda
317953614,2807,2021-03-23,tienda
107366458,6471,2021-10-17,tienda
716170959,6471,2022-08-27,tienda
380097673,6471,2022-09-13,tienda
864377410,6471,2021-11-29,tienda
759909440,6131,2021-12-01,tienda
531704292,6131,2022-12-22,tienda
546507983,6131,2022-05-18,tienda
532299197,6131,2022-12-27,tienda
114579924,6131,2022-08-06,tienda
840165367,6131,2022-03-22,tienda
190289135,6131,2022-11-20,tienda
370412608,6131,2022-01-24,tienda
589694262,6233,2020-09-07,tienda
254053165,6233,2021-01-01,tienda
129516430,6233,2021-06-15,tienda
501154839,6233,2020-12-21,tienda
584776678,6233,2021-11-20,tienda
646922306,6233,2022-01-08,tienda
825321004,6233,2020-12-01,tienda
207898193,6233,2022-08-25,tienda
196188043,6233,2020-09-24,tienda
254237802,6233,2021-01-25,tienda
709683330,4148,2020-08-20,tienda
854698648,4148,2022-07-08,tienda
496933937,4148,2021-05-02,tienda
111877010,4148,2022-04-07,tienda
143140857,4148,2021-09-19,tienda
527102274,4148,2022-11-17,tienda
235754581,4947,2020-09-15,tienda
880545379,4947,2022-03-28,tienda
632902860,4947,2021-01-02,tienda
858291724,4947,2021-11-14,tienda
867630103,4947,2021-02-02,tienda
492654075,4947,2021-04-11,tienda
711396982,4947,2021-03-26,tienda
305636390,4947,2020-12-09,tienda
309866640,4947,2021-02-07,tienda
671488135,3225,2021-04-01,tienda
469803202,3225,2021-10-15,tienda
168490835,3225,2022-06-05,tienda
524959122,3225,2021-10-07,tienda
210776037,3225,2022-02-24,tienda
160661796,7540,2022-05-25,tienda
688867556,7540,2022-12-23,tienda
363458650,7540,2022-11-15,tienda
566051879,7540,2022-11-06,tienda
128174098,7540,2022-12-26,tienda
252391242,7540,2022-11-23,tienda
257102994,7540,2022-10-30,tienda
397483205,7540,2022-12-12,tienda
394344668,10648,2020-09-25,tienda
607723039,10648,2020-12-18,tienda
534500317,10648,2022-08-26,tienda
617118473,10648,2021-11-07,tienda
123646320,10648,2021-01-18,tienda
348424581,10648,2021-10-30,tienda
738687560,1992,2022-01-01,tienda
231789760,1992,2022-01-04,tienda
308419298,1992,2022-05-16,tienda
452012658,1992,2022-07-16,tienda
157915762,1992,2022-11-05,tienda
636186940,1992,2022-05-23,tienda
561748119,1992,2022-08-23,tienda
646736846,1992,2022-07-27,tienda
638046415,7851,2021-09-22,tienda
798901438,7851,2022-02-01,tienda
874090451,7851,2021-09-26,tienda
177393597,7851,2022-10-13,tienda
826973511,7851,2022-06-23,tienda
397518623,7851,2022-05-02,tienda
384463534,7851,2022-01-25,tienda
767271385,7851,2022-04-25,tienda
708518073,7851,2022-05-05,tienda
397119191,7851,2022-06-24,tienda
436525228,7851,2021-10-25,tienda
824102963,8594,2022-01-28,tienda
215272091,8594,2022-02-15,tienda
829831007,8594,2022-02-14,tienda
434417789,7059,2022-06-26,tienda
213682046,7059,2022-12-04,tienda
666901301,7059,2022-12-18,tienda
421354490,7059,2022-08-14,tienda
682773745,7059,2022-09-07,tienda
225582701,7059,2022-12-13,tienda
362446319,7059,2022-07-10,tienda
623665417,7059,2022-12-15,tienda
489814591,2815,2022-02-24,tienda
481201361,2815,2022-04-05,tienda
662193700,2815,2022-11-18,tienda
351380725,2416,2022-03-03,tienda
732004237,2416,2022-03-27,tienda
285122283,2416,2022-07-02,tienda
726719420,2416,2022-10-24,tienda
482553591,2416,2022-11-07,tienda
623250284,2416,2022-08-08,tienda
696588817,2416,2022-12-20,tienda
137738457,2416,2022-12-27,tienda
572946080,2416,2022-09-28,tienda
201177667,7999,2021-04-23,tienda
198643867,7999,2021-08-09,tienda
107425708,7999,2021-09-01,tienda
246107985,7999,2022-06-30,tienda
637530146,7999,2021-10-06,tienda
468284244,9213,2020-10-31,tienda
689904293,9213,2021-04-23,tienda
759872666,9697,2022-03-06,tienda
299286804,9697,2022-06-08,tienda
601755044,9697,2022-08-03,tienda
540629034,9697,2022-09-06,tienda
713161045,9697,2022-10-18,tienda
331611455,9697,2022-10-13,tienda
624891141,9697,2022-12-17,tienda
526423646,9697,2022-08-19,tienda
145267022,3916,2020-08-15,tienda
203284662,3916,2021-01-09,tienda
619194222,3916,2021-02-03,tienda
870961920,3916,2022-02-21,tienda
593078146,3916,2021-11-01,tienda
349798644,3916,2020-08-27,tienda
720115322,3916,2021-07-19,tienda
327514021,3916,2020-08-18,tienda
609966911,3916,2021-11-14,tienda
568827508,3916,2020-11-15,tienda
394793523,3916,2020-10-16,tienda
702810450,3916,2021-07-26,tienda
813369499,2021,2021-03-27,tienda
367315331,2021,2022-08-12,tienda
382283400,2021,2022-02-10,tienda
512907582,2021,2021-06-19,tienda
116349446,2021,2021-06-28,tienda
628957201,2021,2022-02-09,tienda
